location,Km,Transmission,Prix,Source,Modele,Carburant,Marque,Origine,Cv,Mc,PremiereMain,Portes,Couleur,Etat,MoisScraping,Prix_Neuf,BlueHDi,dCi,TDI,CRDi,EAT8,BVA,STT,Active,Allure,GT,Titanium,RS,S-Tronic,quattro,S-line,Business,Ambiance,Confort,Prestige,Pack,Promo,Life,Edition,Trend,Elegance,Premium,Techno,Explore,Executive,Dynamic,Intens,Luxe,Seductive,Stepway,promo,RS_Line,Multijet,Panorama,Combi,Enginereed,E-Tech,HEV,Prix_Expert
casablanca,88182,manuelle,110000.0,Rentals,express,diesel,renault,unknown,6.0,2021,non,5.0,unknown,bon,6.0,149000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68838.0
casablanca,96571,manuelle,112000.0,Rentals,kangoo,diesel,renault,unknown,6.0,2019,non,5.0,unknown,bon,6.0,152000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51224.0
casablanca,7983,manuelle,196000.0,Classified,crossland,diesel,opel,ww,6.0,2023,oui,5.0,unknown,bon,6.0,259000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96179.55
casablanca,29364,automatique,235000.0,Classified,duster,diesel,dacia,ww,6.0,2022,oui,5.0,unknown,bon,6.0,237000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,32027,manuelle,141000.0,Rentals,express,diesel,renault,unknown,6.0,2023,non,5.0,blanc,bon,6.0,169000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,93115,manuelle,110000.0,Rentals,express,diesel,renault,unknown,6.0,2021,non,5.0,unknown,bon,6.0,149000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68391.0
casablanca,46075,manuelle,95000.0,Rentals,kangoo,diesel,renault,unknown,6.0,2019,non,5.0,unknown,bon,6.0,184900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65269.7
casablanca,163387,manuelle,124000.0,Rentals,dokker,diesel,dacia,unknown,6.0,2021,non,5.0,gris,bon,6.0,153400.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,96179.55
casablanca,46966,manuelle,95000.0,Rentals,kangoo,diesel,renault,unknown,6.0,2019,non,5.0,unknown,bon,6.0,184900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65269.7
casablanca,187596,manuelle,100000.0,Rentals,dokker,diesel,dacia,unknown,6.0,2019,non,5.0,blanc,bon,6.0,141900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,7983,manuelle,196000.0,Classified,crossland,diesel,opel,ww,6.0,2023,oui,5.0,unknown,bon,6.0,259000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96179.55
casablanca,119749,manuelle,102000.0,Rentals,doblo,diesel,fiat,unknown,5.0,2021,non,5.0,unknown,bon,6.0,149900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,68204.5
casablanca,84077,automatique,440000.0,Classified,touareg,diesel,volkswagen,ww,12.0,2021,oui,5.0,unknown,bon,6.0,849000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
agadir,19731,manuelle,210000.0,Classified,crossland,diesel,opel,unknown,6.0,2023,non,5.0,blanc,bon,6.0,259000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,170163.0
casablanca,111597,manuelle,169000.0,Classified,corsa,diesel,opel,unknown,6.0,2023,non,5.0,rouge,bon,6.0,173000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,106741.0
casablanca,115310,manuelle,141000.0,Rentals,other,diesel,peugeot,unknown,6.0,2021,non,5.0,blanc,bon,6.0,231000.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96179.55
casablanca,91548,manuelle,150000.0,Classified,corsa,diesel,opel,unknown,6.0,2020,non,5.0,gris,bon,6.0,169000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63544.0
casablanca,145413,automatique,168000.0,Classified,touareg,diesel,volkswagen,ww,12.0,2014,non,5.0,unknown,bon,6.0,890000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,81964,manuelle,194000.0,Rentals,other,diesel,peugeot,unknown,8.0,2020,non,5.0,unknown,bon,6.0,389900.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148162.0
casablanca,144060,manuelle,97000.0,Rentals,express,diesel,renault,unknown,6.0,2021,non,5.0,unknown,bon,6.0,149000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64070.0
oujda,100875,automatique,179000.0,Classified,other,diesel,hyundai,unknown,6.0,2022,non,5.0,gris,bon,6.0,200000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000.0
casablanca,158491,manuelle,119000.0,Rentals,dokker,diesel,dacia,unknown,6.0,2020,non,5.0,blanc,bon,6.0,152900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,96179.55
fes,134462,automatique,215000.0,Classified,other,diesel,hyundai,ww,9.0,2018,non,5.0,unknown,bon,6.0,527000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,93453,automatique,192000.0,Rentals,3008,diesel,peugeot,unknown,6.0,2021,non,5.0,noir,bon,6.0,382900.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
fes,134462,automatique,215000.0,Classified,other,diesel,hyundai,ww,9.0,2018,non,5.0,unknown,bon,6.0,527000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,102586,manuelle,82000.0,Rentals,kangoo,diesel,renault,unknown,6.0,2019,non,5.0,blanc,bon,6.0,184900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,43269,automatique,210000.0,Classified,other,hybride,toyota,unknown,10.0,2020,non,5.0,blanc,bon,6.0,392600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,111105.8
casablanca,56864,manuelle,175000.0,Classified,express,diesel,renault,ww,6.0,2023,non,5.0,unknown,bon,6.0,181000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,144647,manuelle,155000.0,Classified,clio,diesel,renault,unknown,6.0,2021,non,5.0,blanc,bon,6.0,201900.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,86817.0
casablanca,89150,manuelle,114000.0,Rentals,kangoo,diesel,renault,unknown,6.0,2019,non,5.0,unknown,bon,6.0,152000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51680.0
casablanca,187411,manuelle,154000.0,Rentals,duster,diesel,dacia,unknown,6.0,2021,non,5.0,noir,bon,6.0,214900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,98366,manuelle,102000.0,Rentals,doblo,diesel,fiat,unknown,5.0,2021,non,5.0,unknown,bon,6.0,149900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,68804.1
casablanca,111906,automatique,375000.0,Classified,touareg,diesel,volkswagen,unknown,12.0,2019,non,5.0,champagne,bon,6.0,745000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144530.0
casablanca,127248,manuelle,126000.0,Rentals,clio,diesel,renault,unknown,6.0,2021,non,5.0,noir,bon,6.0,155900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96179.55
casablanca,135461,manuelle,100000.0,Rentals,doblo,diesel,fiat,unknown,5.0,2021,non,5.0,unknown,bon,6.0,149900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,67455.0
casablanca,91349,manuelle,166000.0,Classified,corsa,diesel,opel,ww,6.0,2022,oui,5.0,unknown,bon,6.0,208000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96179.55
agadir,82232,manuelle,108000.0,Classified,other,diesel,kia,ww,6.0,2015,oui,5.0,unknown,bon,6.0,171900.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,84077,automatique,440000.0,Classified,touareg,diesel,volkswagen,ww,12.0,2021,oui,5.0,unknown,bon,6.0,849000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,41432,automatique,390000.0,Classified,other,diesel,audi,ww,8.0,2022,oui,5.0,unknown,bon,6.0,689000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,137000,manuelle,110000.0,Classified,other,diesel,fiat,unknown,5.0,2016,non,5.0,unknown,bon,6.0,216900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64853.1
casablanca,151475,manuelle,139000.0,Rentals,duster,diesel,dacia,unknown,6.0,2020,non,5.0,noir,bon,6.0,214900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
tanger,8489,automatique,365000.0,Classified,other,hybride,renault,unknown,7.0,2023,non,5.0,bleu,bon,6.0,411000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,271260.0
casablanca,68456,automatique,135000.0,Classified,clio,diesel,renault,ww,6.0,2018,oui,5.0,unknown,bon,6.0,209900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,260487,manuelle,113000.0,Rentals,dokker,diesel,dacia,unknown,6.0,2020,non,5.0,noir,bon,6.0,146900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,56864,manuelle,175000.0,Classified,express,diesel,renault,ww,6.0,2023,non,5.0,unknown,bon,6.0,181000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,27260,manuelle,215000.0,Classified,crossland,diesel,opel,unknown,6.0,2023,non,5.0,gris,bon,6.0,259000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,169386.0
casablanca,106393,manuelle,206000.0,Rentals,3008,diesel,peugeot,unknown,8.0,2022,non,5.0,unknown,bon,6.0,329900.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,181445.0
casablanca,231394,manuelle,99000.0,Rentals,dokker,diesel,dacia,unknown,6.0,2019,non,5.0,blanc,bon,6.0,141900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
oujda,166044,automatique,205000.0,Classified,megane,diesel,renault,unknown,6.0,2019,non,5.0,noir,bon,6.0,268900.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83627.9
casablanca,22960,automatique,310000.0,Classified,tucson,hybride,hyundai,unknown,9.0,2023,non,5.0,champagne,bon,6.0,360000.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235440.0
casablanca,109558,manuelle,107000.0,Rentals,other,diesel,citroen,unknown,6.0,2019,non,5.0,gris,bon,6.0,177900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,7983,manuelle,196000.0,Classified,crossland,diesel,opel,ww,6.0,2023,oui,5.0,unknown,bon,6.0,259000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96179.55
casablanca,70000,manuelle,230000.0,Classified,other,diesel,opel,unknown,6.0,2021,non,5.0,blanc,bon,6.0,302000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,140732.0
casablanca,5692,automatique,275000.0,Classified,other,diesel,opel,unknown,6.0,2022,non,5.0,gris,bon,6.0,335000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,194300.0
tanger,147787,automatique,295000.0,Classified,other,diesel,ford,unknown,8.0,2021,non,5.0,gris,bon,6.0,404000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,173720.0
rabat,62773,automatique,525000.0,Classified,other,diesel,audi,ww,12.0,2021,non,5.0,unknown,bon,6.0,870000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
rabat,62773,automatique,525000.0,Classified,other,diesel,audi,ww,12.0,2021,non,5.0,unknown,bon,6.0,870000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,91349,manuelle,166000.0,Classified,corsa,diesel,opel,ww,6.0,2022,oui,5.0,unknown,bon,6.0,208000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96179.55
casablanca,74323,automatique,185000.0,Classified,other,diesel,hyundai,ww,6.0,2022,oui,5.0,unknown,bon,6.0,242000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,96179.55
casablanca,50227,manuelle,95000.0,Rentals,kangoo,diesel,renault,unknown,6.0,2019,non,5.0,unknown,bon,6.0,184900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64715.0
casablanca,31270,manuelle,146000.0,Rentals,express,diesel,renault,unknown,6.0,2023,non,5.0,unknown,bon,6.0,181000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117831.0
agadir,82232,manuelle,108000.0,Classified,other,diesel,kia,ww,6.0,2015,oui,5.0,unknown,bon,6.0,171900.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
rabat,123132,automatique,259000.0,Classified,3008,diesel,peugeot,unknown,8.0,2022,non,5.0,gris,bon,6.0,329900.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,176496.5
casablanca,113019,manuelle,83000.0,Rentals,kangoo,diesel,renault,unknown,6.0,2019,non,5.0,blanc,bon,6.0,184900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,119038,manuelle,121000.0,Rentals,dokker,diesel,dacia,unknown,6.0,2021,non,5.0,blanc,bon,6.0,153400.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,96179.55
rabat,52155,automatique,210000.0,Classified,other,essence,hyundai,unknown,6.0,2023,non,5.0,noir,bon,6.0,269900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,174355.4
fes,134462,automatique,215000.0,Classified,other,diesel,hyundai,ww,9.0,2018,non,5.0,unknown,bon,6.0,527000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,119262,manuelle,94000.0,Rentals,dokker,diesel,dacia,unknown,6.0,2019,non,5.0,unknown,bon,6.0,149900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49616.9
casablanca,46943,manuelle,95000.0,Rentals,kangoo,diesel,renault,unknown,6.0,2019,non,5.0,unknown,bon,6.0,184900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65269.7
casablanca,120849,automatique,295000.0,Classified,other,diesel,audi,unknown,8.0,2019,non,5.0,noir,bon,6.0,419000.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137013.0
casablanca,153208,automatique,161000.0,Rentals,other,diesel,volkswagen,unknown,8.0,2019,non,5.0,blanc,excellent,6.0,317000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,56324,manuelle,85000.0,Rentals,kangoo,diesel,renault,unknown,6.0,2019,non,5.0,blanc,bon,6.0,184900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,64700,manuelle,139000.0,Rentals,express,diesel,renault,unknown,6.0,2023,non,5.0,blanc,bon,6.0,181000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,119189,manuelle,200000.0,Rentals,other,diesel,toyota,unknown,6.0,2021,non,5.0,gris,bon,6.0,484000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96179.55
casablanca,88768,automatique,210000.0,Classified,other,hybride,toyota,ww,10.0,2022,oui,5.0,unknown,bon,6.0,275498.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,96179.55
casablanca,53313,automatique,275000.0,Classified,other,hybride,hyundai,unknown,9.0,2023,non,5.0,bleu,bon,6.0,324000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,209304.0
casablanca,131990,automatique,242000.0,Rentals,3008,diesel,peugeot,unknown,6.0,2021,non,5.0,gris,bon,6.0,406900.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96179.55
casablanca,124582,automatique,260000.0,Classified,3008,diesel,peugeot,unknown,8.0,2022,non,5.0,gris,bon,6.0,329900.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,176496.5
casablanca,105040,manuelle,109000.0,Rentals,express,diesel,renault,unknown,6.0,2021,non,5.0,unknown,bon,6.0,149000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68093.0
casablanca,145947,automatique,279000.0,Classified,tucson,diesel,hyundai,unknown,6.0,2021,non,5.0,gris,bon,6.0,371000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,159530.0
casablanca,79918,manuelle,104000.0,Rentals,express,diesel,renault,unknown,6.0,2021,non,5.0,unknown,bon,6.0,149000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69136.0
casablanca,94058,manuelle,102000.0,Rentals,doblo,diesel,fiat,unknown,5.0,2021,non,5.0,unknown,bon,6.0,149900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,68804.1
casablanca,135189,manuelle,104000.0,Rentals,dokker,diesel,dacia,unknown,6.0,2019,non,5.0,blanc,bon,6.0,149900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
casablanca,59573,manuelle,117000.0,Rentals,kangoo,diesel,renault,unknown,6.0,2019,non,5.0,unknown,bon,6.0,152000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53200.0
agadir,39825,automatique,210000.0,Classified,other,essence,hyundai,unknown,6.0,2023,non,5.0,rouge,bon,6.0,249900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,162684.9
casablanca,59625,manuelle,99000.0,Rentals,dokker,diesel,dacia,unknown,6.0,2020,non,5.0,blanc,bon,6.0,152900.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,96179.55
casablanca,150562,manuelle,128000.0,Rentals,other,diesel,peugeot,unknown,6.0,2020,non,5.0,unknown,bon,6.0,179900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64044.4
casablanca,102326,manuelle,129000.0,Rentals,other,diesel,citroen,unknown,6.0,2019,non,5.0,blanc,bon,6.0,182500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96179.55
